initial_r_1,initial_r_2,initial_r_3,initial_r_4,initial_r_5,r_1,r_2,r_3,r_4,r_5,ED_1,ED_2,ED_3,ED_4,ED_5,initial_a_1,initial_a_2,initial_a_3,initial_a_4,initial_a_5,initial_a_6,initial_a_7,initial_a_8,initial_a_9,initial_a_10,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,EA_1,EA_2,EA_3,EA_4,EA_5,EA_6,EA_7,EA_8,EA_9,EA_10,ED_vec_max,EA_vec_max,Algo,Converged,Iterations
0.01,0.01,0.01,0.01,0.01,2.978411232260276,2.987053676039563,2.993051421596164,2.9968737137266293,2.9990105777635914,-3.019806626980426e-13,0.0,3.694822225952521e-13,-3.090860900556436e-13,-3.268496584496461e-13,3.0,6.0,6.0,6.0,6.0,1.5,2.0,2.0,2.0,2.0,13.519164739367236,15.24068075731872,17.26596570296641,19.630392037649454,22.373071206111078,3.4733167846998247,3.8591781936413985,4.338348635429953,4.915105659617626,5.594792438654872,1.4033219031261979e-13,-2.0250467969162855e-13,-5.471179065352771e-13,4.298783551348606e-13,2.5934809855243657e-13,-1.6786572132332367e-13,-1.4077627952246985e-13,-3.517186542012496e-13,2.0694557179012918e-13,-5.373479439185758e-13,3.694822225952521e-13,5.471179065352771e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260275,2.9870536760395616,2.9930514215961606,2.9968737137266293,2.9990105777635914,1.4210854715202004e-14,-8.881784197001252e-14,7.176481631177012e-13,-6.039613253960852e-14,-1.1013412404281553e-13,3.0,6.0,6.0,6.0,6.0,1.5,1.5,1.5,1.5,1.5,13.519164739367872,15.240680757319328,17.26596570296451,19.630392037649656,22.37307120611214,3.4733167846999145,3.8591781936409904,4.338348635429195,4.9151056596180505,5.594792438654807,-1.900701818158268e-13,-7.034373084024992e-13,3.304023721284466e-13,4.831690603168681e-13,-3.943512183468556e-13,-1.7674750552032492e-13,2.97983859809392e-13,1.6431300764452317e-13,-1.5365486660812167e-13,-3.703704010149522e-13,7.176481631177012e-13,7.034373084024992e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260275,2.9870536760395603,2.993051421596163,2.9968737137266293,2.9990105777635914,-4.689582056016661e-13,-2.1316282072803006e-13,5.826450433232822e-13,1.4210854715202004e-14,-1.9895196601282805e-13,3.0,6.0,6.0,6.0,6.0,1.5,1.2,1.2,1.2,1.2,13.51916473936762,15.240680757318003,17.265965702965776,19.63039203764991,22.373071206111725,3.4733167846995103,3.8591781936407137,4.3383486354298855,4.915105659617797,5.594792438654635,-1.4921397450962104e-13,4.618527782440651e-14,-1.1013412404281553e-13,3.055333763768431e-13,-1.2434497875801753e-13,1.723066134218243e-13,4.3787196091216174e-13,-3.312905505481467e-13,1.1812772982011666e-13,-2.353672812205332e-13,5.826450433232822e-13,4.3787196091216174e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260271,2.9870536760395616,2.9930514215961628,2.9968737137266293,2.999010577763591,5.861977570020827e-13,-1.4210854715202004e-13,-2.8066438062523957e-13,4.618527782440651e-13,2.6645352591003757e-13,3.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,13.519164739367955,15.240680757318165,17.265965702965268,19.630392037650953,22.373071206111028,3.4733167846996844,3.859178193641395,4.338348635429354,4.9151056596182245,5.594792438654672,-3.161915174132446e-13,1.3322676295501878e-13,-9.592326932761353e-14,-2.4868995751603507e-13,1.9539925233402755e-13,6.52811138479592e-14,-1.8696155734687636e-13,7.638334409421077e-14,-1.865174681370263e-13,-3.6415315207705135e-13,5.861977570020827e-13,3.6415315207705135e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602705,2.987053676039563,2.9930514215961628,2.9968737137266293,2.999010577763591,-1.2079226507921703e-13,-1.4210854715202004e-14,-3.552713678800501e-15,1.3855583347321954e-13,1.4566126083082054e-13,3.0,6.0,6.0,6.0,6.0,1.0,3.0,3.0,3.0,3.0,13.519164739367415,15.240680757319058,17.265965702965506,19.630392037650815,22.373071206111476,3.4733167846991324,3.859178193641405,4.338348635429295,4.915105659617654,5.594792438653963,-1.4210854715202004e-13,-3.481659405224491e-13,-1.8474111129762605e-13,-3.055333763768431e-13,-2.6290081223123707e-13,5.240252676230739e-13,-1.0036416142611415e-13,1.7408297026122455e-13,3.348432642269472e-13,3.419486915845482e-13,1.4566126083082054e-13,5.240252676230739e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602705,2.9870536760395594,2.9930514215961654,2.9968737137266297,2.999010577763591,-1.3145040611561853e-13,1.8118839761882555e-13,-2.842170943040401e-14,3.304023721284466e-13,2.1316282072803006e-14,3.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,2.0,13.519164739366857,15.240680757317252,17.265965702967524,19.630392037650953,22.37307120611081,3.473316784699344,3.859178193641147,4.338348635430161,4.9151056596184945,5.594792438654316,2.113864638886298e-13,5.915268275202834e-13,-1.1652900866465643e-12,-1.5987211554602254e-13,1.7053025658242404e-13,2.6334490144108713e-13,-4.1300296516055823e-14,-4.432010314303625e-13,-4.360956040727615e-13,-6.927791673660977e-14,3.304023721284466e-13,1.1652900866465643e-12,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260272,2.987053676039563,2.993051421596164,2.9968737137266284,2.999010577763591,6.394884621840902e-14,-1.1368683772161603e-13,1.6342482922482304e-13,-1.3855583347321954e-13,4.369837824924616e-13,3.0,6.0,6.0,6.0,6.0,1.0,1.5,1.5,1.5,1.5,13.519164739367788,15.240680757318456,17.265965702965975,19.63039203764937,22.373071206111,3.473316784699409,3.8591781936415397,4.338348635430052,4.915105659616893,5.594792438654664,-2.3092638912203256e-13,1.1013412404281553e-13,-1.3855583347321954e-13,3.126388037344441e-13,3.659295089164516e-13,3.12194714524594e-13,-2.708944180085382e-13,-4.583000645652646e-13,8.917311333789257e-13,-3.206324095117452e-13,4.369837824924616e-13,8.917311333789257e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260276,2.987053676039563,2.9930514215961646,2.996873713726631,2.9990105777635914,-5.933031843596837e-13,-1.7763568394002505e-14,-5.329070518200751e-13,-3.517186542012496e-13,-7.105427357601002e-15,3.0,6.0,6.0,6.0,6.0,1.0,1.2,1.2,1.2,1.2,13.51916473936789,15.240680757318254,17.26596570296514,19.630392037650978,22.373071206111725,3.4733167846993513,3.8591781936413994,4.338348635429725,4.915105659619027,5.5947924386551025,-5.506706202140776e-13,-6.039613253960852e-14,-3.197442310920451e-14,-1.1368683772161603e-13,-2.3447910280083306e-13,2.9398705692074145e-13,-2.2160051571518125e-13,-3.1530333899354446e-13,-9.539036227579345e-13,-7.291944825738028e-13,5.933031843596837e-13,9.539036227579345e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602723,2.987053676039563,2.993051421596162,2.9968737137266293,2.999010577763591,0.0,6.039613253960852e-14,1.0302869668521453e-13,2.0605739337042905e-13,8.171241461241152e-14,3.0,6.0,6.0,6.0,6.0,0.75,6.0,6.0,6.0,6.0,13.519164739366623,15.240680757318659,17.26596570296491,19.63039203765103,22.373071206110343,3.4733167846997075,3.859178193641561,4.3383486354290755,4.915105659617541,5.5947924386542836,6.643574579356937e-13,9.237055564881302e-14,2.3803181647963356e-13,-3.055333763768431e-13,7.531752999057062e-13,-5.417888360170764e-14,-2.4558133304708463e-13,3.5349501104064984e-13,5.027089855502709e-13,-7.993605777301127e-15,2.0605739337042905e-13,7.531752999057062e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.9870536760395603,2.9930514215961646,2.9968737137266297,2.9990105777635914,2.7000623958883807e-13,-2.0605739337042905e-13,5.684341886080802e-14,2.7000623958883807e-13,-4.121147867408581e-13,3.0,6.0,6.0,6.0,6.0,0.75,3.0,3.0,3.0,3.0,13.519164739368058,15.240680757317088,17.26596570296602,19.630392037651067,22.373071206111774,3.4733167846999113,3.8591781936411507,4.33834863543027,4.915105659618425,5.5947924386546966,-4.2099657093785936e-13,5.737632591262809e-13,-3.304023721284466e-13,-3.907985046680551e-13,-4.192202140984591e-13,-1.8030021919912542e-13,-9.459100169806334e-14,-7.149836278586008e-13,-3.9612757518625585e-13,-3.5793590313915047e-13,4.121147867408581e-13,7.149836278586008e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260269,2.9870536760395603,2.9930514215961614,2.9968737137266284,2.9990105777635914,4.121147867408581e-13,2.7000623958883807e-13,2.0250467969162855e-13,2.877698079828406e-13,2.4158453015843406e-13,3.0,6.0,6.0,6.0,6.0,0.75,2.0,2.0,2.0,2.0,13.519164739367529,15.240680757318652,17.2659657029655,19.630392037649287,22.373071206113035,3.473316784699494,3.8591781936412826,4.338348635429098,4.915105659617774,5.594792438655084,-1.1723955140041653e-13,-2.007283228522283e-13,-3.268496584496461e-13,5.719869022868806e-13,-8.562039965909207e-13,2.0650148258027912e-13,-3.019806626980426e-14,3.3928415632544784e-13,5.5067062021407764e-14,-5.39124300757976e-13,4.121147867408581e-13,8.562039965909207e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260281,2.9870536760395607,2.9930514215961628,2.9968737137266293,2.999010577763591,-2.6290081223123707e-13,-2.4158453015843406e-13,5.577760475716786e-13,-8.526512829121202e-14,-2.6290081223123707e-13,3.0,6.0,6.0,6.0,6.0,0.75,1.5,1.5,1.5,1.5,13.519164739368623,15.240680757318307,17.26596570296536,19.630392037650275,22.37307120611059,3.4733167847003794,3.8591781936407,4.338348635429716,4.915105659617461,5.5947924386536325,-4.2099657093785936e-13,-1.0302869668521453e-13,1.3145040611561853e-13,1.0658141036401503e-14,2.0605739337042905e-13,-5.444533712761768e-13,4.880540416252188e-13,-2.0339285811132868e-13,4.725109192804666e-13,5.684341886080801e-13,5.577760475716786e-13,5.684341886080801e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602736,2.9870536760395634,2.9930514215961606,2.9968737137266297,2.999010577763591,-4.689582056016661e-13,7.105427357601002e-15,3.268496584496461e-13,6.394884621840902e-14,3.481659405224491e-13,3.0,6.0,6.0,6.0,6.0,0.75,1.2,1.2,1.2,1.2,13.519164739367602,15.24068075731941,17.265965702964962,19.63039203765051,22.373071206111476,3.4733167846994224,3.859178193641487,4.3383486354286225,4.915105659618292,5.594792438654366,-1.9184653865522705e-13,-5.542233338928781e-13,-1.4566126083082054e-13,9.592326932761353e-14,-1.4566126083082054e-13,2.5135449277513544e-13,-1.4788170688007085e-13,7.300826609935029e-13,-2.8066438062523957e-13,-3.197442310920451e-14,4.689582056016661e-13,7.300826609935029e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260263,2.987053676039563,2.9930514215961628,2.9968737137266297,2.999010577763591,7.531752999057062e-13,4.263256414560601e-14,1.4566126083082054e-13,5.542233338928781e-13,-4.334310688136611e-13,3.0,6.0,6.0,6.0,6.0,0.6,6.0,6.0,6.0,6.0,13.519164739367337,15.240680757318591,17.26596570296583,19.630392037650708,22.373071206109845,3.473316784698614,3.8591781936417555,4.338348635429496,4.9151056596188685,5.594792438654041,-1.9895196601282805e-13,1.0835776720341528e-13,-2.5934809855243657e-13,2.877698079828406e-13,8.135714324453147e-13,1.049826892085548e-12,-4.5297099404706387e-13,3.552713678800501e-14,-7.585043704239069e-13,1.2523315717771766e-13,7.531752999057062e-13,1.049826892085548e-12,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602763,2.9870536760395607,2.9930514215961628,2.9968737137266297,2.9990105777635914,-2.5934809855243657e-13,-2.7355895326763857e-13,-2.7711166694643907e-13,-3.268496584496461e-13,-3.552713678800501e-15,3.0,6.0,6.0,6.0,6.0,0.6,3.0,3.0,3.0,3.0,13.51916473936729,15.240680757318456,17.26596570296465,19.6303920376501,22.373071206112073,3.473316784699698,3.859178193640388,4.338348635428927,4.915105659617463,5.594792438654286,2.4868995751603507e-13,-2.0605739337042905e-13,3.694822225952521e-13,2.5579538487363607e-13,-2.4868995751603507e-13,-3.552713678800501e-15,8.109068971862143e-13,4.662936703425657e-13,4.858335955759685e-13,1.7053025658242404e-13,3.268496584496461e-13,8.109068971862143e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260271,2.9870536760395647,2.993051421596164,2.9968737137266284,2.999010577763591,1.2079226507921703e-13,3.161915174132446e-13,-7.105427357601002e-15,-6.039613253960852e-14,3.197442310920451e-14,3.0,6.0,6.0,6.0,6.0,0.6,2.0,2.0,2.0,2.0,13.51916473936714,15.240680757319193,17.265965702965804,19.630392037649315,22.373071206110403,3.4733167846994375,3.8591781936421214,4.338348635429912,4.915105659616937,5.5947924386542605,2.149391775674303e-13,-7.460698725481052e-14,-3.907985046680551e-14,4.263256414560601e-13,6.288303211476887e-13,2.389199948993337e-13,-7.212008767965017e-13,-3.3661962106634746e-13,8.633094239485217e-13,-8.881784197001252e-16,3.161915174132446e-13,8.633094239485217e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.987053676039559,2.9930514215961628,2.9968737137266284,2.999010577763591,3.623767952376511e-13,6.394884621840902e-14,7.105427357601002e-14,3.801403636316536e-13,5.080380560684716e-13,3.0,6.0,6.0,6.0,6.0,0.6,1.5,1.5,1.5,1.5,13.519164739368303,15.240680757317515,17.2659657029653,19.630392037650047,22.373071206111426,3.473316784700104,3.8591781936410308,4.338348635429707,4.915105659617451,5.594792438654789,-3.2507330161024584e-13,4.654054919228656e-13,1.0658141036401503e-13,9.237055564881302e-14,1.0302869668521453e-13,-2.8910207561239076e-13,1.1013412404281553e-13,-2.1671553440683056e-13,4.4853010194856324e-13,-4.050093593832571e-13,5.080380560684716e-13,4.654054919228656e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260272,2.9870536760395616,2.993051421596163,2.9968737137266297,2.999010577763591,4.973799150320701e-14,-9.237055564881302e-14,3.552713678800501e-13,-3.339550858072471e-13,2.3803181647963356e-13,3.0,6.0,6.0,6.0,6.0,0.6,1.2,1.2,1.2,1.2,13.519164739367001,15.240680757317936,17.265965702965346,19.630392037650456,22.373071206111696,3.473316784699547,3.8591781936412732,4.338348635429888,4.915105659617717,5.59479243865386,3.2152058793144533e-13,3.5704772471945034e-13,2.1671553440683056e-13,2.1316282072803006e-14,-3.304023721284466e-13,1.1723955140041653e-13,-6.661338147750939e-14,-3.597122599785507e-13,2.6201263381153694e-13,4.831690603168681e-13,3.552713678800501e-13,4.831690603168681e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260272,2.9870536760395594,2.9930514215961628,2.9968737137266297,2.999010577763591,1.4921397450962104e-13,-2.6645352591003757e-13,8.526512829121202e-14,4.689582056016661e-13,2.2737367544323206e-13,3.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,13.519164739367362,15.24068075731759,17.265965702966007,19.630392037651266,22.373071206111177,3.473316784699649,3.8591781936407608,4.338348635429345,4.91510565961853,5.594792438654418,5.684341886080802e-14,2.8421709430404007e-13,-4.973799150320701e-13,-2.6645352591003757e-13,4.973799150320701e-14,3.952393967665557e-14,3.5083047578154947e-13,1.7141843500212417e-13,-4.2010839251815923e-13,-1.092459456231154e-13,4.689582056016661e-13,4.973799150320701e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260279,2.987053676039562,2.9930514215961628,2.9968737137266297,2.9990105777635914,-1.8118839761882555e-13,-1.1368683772161603e-13,1.7763568394002505e-14,-2.8066438062523957e-13,7.815970093361102e-14,3.0,9.0,9.0,9.0,9.0,3.0,4.5,4.5,4.5,4.5,13.519164739368106,15.240680757318266,17.265965702964824,19.630392037649994,22.373071206111824,3.4733167847002244,3.8591781936412355,4.338348635429505,4.915105659618031,5.594792438655187,-2.877698079828406e-13,-2.842170943040401e-14,1.9539925233402755e-13,2.1316282072803006e-13,-1.1723955140041653e-13,-4.725109192804666e-13,-4.39648317751562e-14,-1.1102230246251565e-13,-1.1901590823981678e-13,-7.593925488436071e-13,2.8066438062523957e-13,7.593925488436071e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260279,2.987053676039562,2.9930514215961614,2.9968737137266297,2.9990105777635914,-3.659295089164516e-13,-4.263256414560601e-13,-1.2434497875801753e-13,8.171241461241152e-14,9.237055564881302e-14,3.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,13.519164739368863,15.240680757317271,17.265965702964458,19.63039203765082,22.37307120611199,3.47331678469983,3.85917819364119,4.338348635428642,4.915105659617941,5.5947924386549035,-8.206768598029157e-13,6.377121053446899e-13,1.8118839761882555e-13,-2.1316282072803006e-13,-2.0961010704922955e-13,-2.4868995751603507e-14,-8.126832540256146e-14,6.616929226765933e-13,7.105427357601002e-14,-4.574118861455645e-13,4.263256414560601e-13,8.206768598029157e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260273,2.9870536760395594,2.993051421596162,2.9968737137266306,2.999010577763591,-1.4210854715202004e-13,2.6645352591003757e-13,1.4921397450962104e-13,-3.019806626980426e-13,2.3092638912203256e-13,3.0,9.0,9.0,9.0,9.0,3.0,2.25,2.25,2.25,2.25,13.519164739367374,15.240680757317753,17.265965702964234,19.630392037651138,22.373071206111785,3.4733167846995388,3.8591781936409304,4.3383486354293215,4.915105659618506,5.594792438653748,1.0480505352461478e-13,3.765876499528531e-13,7.034373084024992e-13,-6.039613253960852e-14,-3.943512183468556e-13,1.5631940186722204e-13,2.4646951146678475e-13,5.595524044110789e-14,-3.7925218521195347e-13,6.012967901369848e-13,3.019806626980426e-13,7.034373084024992e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602705,2.9870536760395616,2.9930514215961654,2.9968737137266297,2.9990105777635914,-1.2434497875801753e-13,1.4210854715202004e-14,-4.511946372076636e-13,9.947598300641403e-14,-3.907985046680551e-13,3.0,9.0,9.0,9.0,9.0,3.0,1.8,1.8,1.8,1.8,13.519164739366918,15.240680757318056,17.265965702966067,19.630392037649735,22.373071206111387,3.473316784699032,3.859178193641095,4.338348635429902,4.915105659618323,5.594792438654331,1.758593271006248e-13,2.078337502098293e-13,-2.3803181647963356e-13,6.750155989720952e-13,1.7763568394002505e-14,5.808686864838819e-13,1.0524914273446484e-13,-3.170796958329447e-13,-3.597122599785507e-13,2.042810365310288e-14,4.511946372076636e-13,6.750155989720952e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.9870536760395643,2.993051421596162,2.9968737137266293,2.999010577763591,-1.5987211554602254e-13,-2.5224267119483557e-13,-4.263256414560601e-14,2.0961010704922955e-13,1.4210854715202004e-14,3.0,9.0,9.0,9.0,9.0,1.5,9.0,9.0,9.0,9.0,13.519164739368094,15.240680757318781,17.26596570296473,19.630392037650473,22.37307120611084,3.473316784699477,3.8591781936415552,4.338348635428879,4.915105659617688,5.5947924386538554,-3.623767952376511e-13,-3.552713678800501e-14,2.3092638912203256e-13,3.197442310920451e-14,2.1316282072803006e-13,2.731148640577885e-13,-2.4780177909633494e-13,5.03597163969971e-13,3.0020430585864233e-13,4.0945025148175773e-13,2.5224267119483557e-13,5.03597163969971e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602736,2.9870536760395603,2.9930514215961614,2.9968737137266297,2.999010577763591,5.186961971048731e-13,4.050093593832571e-13,1.4566126083082054e-13,2.3092638912203256e-13,2.4868995751603507e-14,3.0,9.0,9.0,9.0,9.0,1.5,4.5,4.5,4.5,4.5,13.519164739367692,15.240680757318334,17.265965702964802,19.630392037651475,22.37307120611099,3.473316784700235,3.859178193641463,4.338348635429282,4.915105659618377,5.594792438654432,1.7763568394002505e-14,4.618527782440651e-14,1.3855583347321954e-13,-5.293543381412746e-13,8.881784197001252e-14,-4.805045250577678e-13,-2.26929586233382e-13,9.681144774731365e-14,-2.8066438062523957e-13,-1.6076029396572267e-13,5.186961971048731e-13,5.293543381412746e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.987053676039562,2.9930514215961628,2.9968737137266293,2.9990105777635914,1.7763568394002505e-13,-2.2737367544323206e-13,7.460698725481052e-14,-9.237055564881302e-14,-4.547473508864641e-13,3.0,9.0,9.0,9.0,9.0,1.5,3.0,3.0,3.0,3.0,13.51916473936735,15.240680757318165,17.26596570296517,19.630392037650264,22.37307120611131,3.4733167846997945,3.859178193641036,4.338348635429228,4.915105659617315,5.594792438654187,2.398081733190338e-13,1.8474111129762605e-13,1.4566126083082054e-13,5.684341886080802e-14,1.1723955140041653e-13,-7.593925488436071e-14,1.8252066524837574e-13,2.389199948993337e-13,6.270539643082884e-13,1.6964207816272392e-13,4.547473508864641e-13,6.270539643082884e-13,LBFGS,1.0,4.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.9870536760395594,2.9930514215961628,2.9968737137266297,2.9990105777635914,-2.1671553440683056e-13,2.0961010704922955e-13,-6.750155989720952e-14,-2.4513724383723456e-13,-2.842170943040401e-14,3.0,9.0,9.0,9.0,9.0,1.5,2.25,2.25,2.25,2.25,13.5191647393675,15.240680757317921,17.265965702965175,19.630392037650047,22.3730712061123,3.473316784699581,3.8591781936407377,4.338348635429194,4.915105659617879,5.5947924386544585,3.552713678800501e-15,1.6697754290362354e-13,3.907985046680551e-14,3.197442310920451e-13,-4.583000645652646e-13,1.1368683772161603e-13,4.289901767151605e-13,2.4868995751603507e-13,7.283063041541027e-14,1.7763568394002505e-15,2.4513724383723456e-13,4.583000645652646e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260267,2.9870536760395567,2.993051421596162,2.9968737137266297,2.9990105777635914,-8.526512829121202e-14,6.465938895416912e-13,4.511946372076636e-13,4.405364961712621e-13,4.263256414560601e-13,3.0,9.0,9.0,9.0,9.0,1.5,1.8,1.8,1.8,1.8,13.519164739365062,15.24068075731715,17.26596570296534,19.6303920376509,22.373071206111515,3.473316784699496,3.859178193641005,4.338348635429626,4.9151056596188285,5.594792438656107,1.4779288903810084e-12,7.354117315117037e-13,9.947598300641403e-14,1.5987211554602254e-13,6.252776074688882e-13,-2.220446049250313e-15,1.2434497875801753e-13,-1.2434497875801753e-13,-7.034373084024992e-13,-1.5711876244495215e-12,6.465938895416912e-13,1.5711876244495215e-12,LBFGS,1.0,3.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602736,2.9870536760395594,2.993051421596164,2.9968737137266297,2.999010577763591,3.517186542012496e-13,-1.7763568394002505e-14,-1.2079226507921703e-13,2.842170943040401e-14,1.2789769243681803e-13,3.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,13.519164739367866,15.240680757317618,17.26596570296622,19.630392037650132,22.373071206111696,3.4733167846998803,3.8591781936408807,4.338348635429771,4.915105659618453,5.594792438653957,-1.8829382497642655e-13,2.9309887850104133e-13,-4.973799150320701e-13,3.623767952376511e-13,-4.760636329592671e-13,-1.3455903058456897e-13,2.41140440948584e-13,-2.0694557179012918e-13,-4.689582056016661e-13,3.4994229736184934e-13,3.517186542012496e-13,4.973799150320701e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260272,2.987053676039562,2.993051421596163,2.9968737137266297,2.999010577763591,-8.881784197001252e-14,1.4210854715202004e-13,1.1013412404281553e-13,-1.9184653865522705e-13,3.623767952376511e-13,3.0,9.0,9.0,9.0,9.0,1.0,4.5,4.5,4.5,4.5,13.519164739367433,15.240680757318517,17.26596570296514,19.63039203765022,22.37307120611111,3.4733167846994144,3.8591781936414704,4.33834863542983,4.91510565961811,5.594792438654558,-6.217248937900877e-14,5.329070518200751e-15,2.3092638912203256e-13,2.2026824808563106e-13,1.8829382497642655e-13,2.6068036618198676e-13,-2.078337502098293e-13,-3.5083047578154947e-13,-1.3944401189291966e-13,-2.318145675417327e-13,3.623767952376511e-13,3.5083047578154947e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602723,2.987053676039563,2.993051421596163,2.9968737137266293,2.999010577763591,-5.293543381412746e-13,3.907985046680551e-13,7.105427357601002e-15,7.105427357601002e-14,1.7763568394002505e-13,3.0,9.0,9.0,9.0,9.0,1.0,3.0,3.0,3.0,3.0,13.519164739367206,15.240680757318646,17.26596570296566,19.630392037650534,22.37307120611083,3.4733167846992155,3.859178193641796,4.338348635429476,4.915105659617665,5.594792438654316,2.6645352591003757e-14,8.704148513061227e-14,-1.7408297026122455e-13,-1.0302869668521453e-13,3.090860900556436e-13,4.205524817280093e-13,-4.831690603168681e-13,3.197442310920451e-14,3.0464519795714295e-13,-3.019806626980426e-14,5.293543381412746e-13,4.831690603168681e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260276,2.987053676039563,2.993051421596163,2.996873713726631,2.999010577763591,-3.161915174132446e-13,-1.4921397450962104e-13,2.3447910280083306e-13,-3.836930773104541e-13,-2.7000623958883807e-13,3.0,9.0,9.0,9.0,9.0,1.0,2.25,2.25,2.25,2.25,13.519164739367511,15.240680757318158,17.26596570296583,19.63039203765103,22.373071206110573,3.4733167846996698,3.8591781936413683,4.3383486354294485,4.915105659618907,5.594792438653666,-5.5067062021407764e-14,1.5276668818842154e-13,-3.552713678800501e-13,1.0658141036401503e-14,1.2079226507921703e-13,6.661338147750939e-15,-1.6253665080512292e-13,5.773159728050814e-14,-7.904787935331115e-13,5.089262344881718e-13,3.836930773104541e-13,7.904787935331115e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602776,2.987053676039562,2.993051421596162,2.9968737137266297,2.999010577763591,2.842170943040401e-14,-6.252776074688882e-13,2.6645352591003757e-13,1.9895196601282805e-13,1.8829382497642655e-13,3.0,9.0,9.0,9.0,9.0,1.0,1.8,1.8,1.8,1.8,13.519164739368323,15.240680757318618,17.265965702964532,19.630392037650935,22.373071206111117,3.473316784700167,3.8591781936408474,4.338348635429419,4.915105659618257,5.594792438654306,-3.8546943414985435e-13,-3.481659405224491e-13,3.979039320256561e-13,-2.0961010704922955e-13,2.1316282072803006e-14,-3.788080960021034e-13,3.494982081519993e-13,-4.3520742565306136e-14,-2.1582735598713043e-13,-1.9539925233402755e-14,6.252776074688882e-13,3.979039320256561e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602705,2.9870536760395616,2.993051421596162,2.9968737137266297,2.999010577763591,-2.0961010704922955e-13,-2.1316282072803006e-14,3.659295089164516e-13,1.0302869668521453e-13,2.6290081223123707e-13,3.0,9.0,9.0,9.0,9.0,0.75,9.0,9.0,9.0,9.0,13.519164739368202,15.240680757318524,17.265965702964984,19.630392037651266,22.373071206111796,3.473316784698982,3.8591781936412928,4.338348635429464,4.915105659618112,5.594792438654158,-7.371880883511039e-13,-1.2967404927621828e-13,1.1723955140041653e-13,-4.867217739956686e-13,-4.725109192804666e-13,7.212008767965017e-13,-6.084022174945858e-14,-4.529709940470639e-14,-5.684341886080802e-14,1.7408297026122455e-13,3.659295089164516e-13,7.371880883511039e-13,LBFGS,1.0,1.0
