initial_r_1,initial_r_2,r_1,r_2,ED_1,ED_2,initial_a_1,initial_a_2,initial_a_3,initial_a_4,a_1,a_2,a_3,a_4,EA_1,EA_2,EA_3,EA_4,ED_vec_max,EA_vec_max,Algo,Converged,Iterations
0.01,0.01,2.9070446301138055,2.996051898027709,0.0,-2.1316282072803006e-14,3.0,30.0,0.6,10.0,12.88884853743508,22.044730252586973,3.650395479676244,5.517693470906094,2.0961010704922955e-13,6.039613253960852e-14,1.865174681370263e-13,-1.4299672557172016e-13,2.1316282072803006e-14,2.0961010704922955e-13,LBFGS,1.0,1.0
0.01,0.01,0.0,3.888269814152487,-2.7597648090943085,-0.523231496607572,3.0,30.0,0.6,7.5,11.799427189612446,19.44166460895068,9.274980782892493e-7,4.851435986676031,-0.05455464723383052,0.011944075597437376,3.3348294789405095,0.011966184460998619,2.7597648090943085,3.3348294789405095,LBFGS,1.0,5.0
0.01,0.01,0.0,3.888269814152487,-2.7597648090943085,-0.523231496607572,3.0,30.0,0.6,7.5,11.799427189612446,19.44166460895068,9.274980782892493e-7,4.851435986676031,-0.05455464723383052,0.011944075597437376,3.3348294789405095,0.011966184460998619,2.7597648090943085,3.3348294789405095,NM,1.0,349.0
0.01,0.01,2.9070446301138126,2.996051898027708,-2.3092638912203256e-13,6.394884621840902e-14,3.0,30.0,0.6,6.0,12.888848537435745,22.044730252586422,3.6503954796761247,5.517693470905494,-2.042810365310288e-13,3.197442310920451e-13,3.197442310920451e-13,3.863576125695545e-13,2.3092638912203256e-13,3.863576125695545e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113813,2.996051898027709,2.1316282072803006e-14,-1.2789769243681803e-13,3.0,33.0,3.0,33.0,12.888848537435539,22.04473025258717,3.650395479676471,5.51769347090601,-1.474376176702208e-13,-2.6290081223123707e-13,-5.284661597215745e-14,-9.059419880941277e-14,1.2789769243681803e-13,2.6290081223123707e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113808,2.996051898027708,1.8474111129762605e-13,1.0302869668521453e-13,3.0,33.0,3.0,16.5,12.888848537435138,22.044730252586366,3.6503954796766087,5.517693470905874,3.481659405224491e-13,4.583000645652646e-13,-1.4077627952246985e-13,2.6645352591003757e-14,1.8474111129762605e-13,4.583000645652646e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138073,2.996051898027709,8.171241461241152e-14,-1.1368683772161603e-13,3.0,33.0,3.0,11.0,12.888848537435063,22.044730252587218,3.6503954796763742,5.517693470905841,2.4158453015843406e-13,-2.0605739337042905e-13,5.3734794391857577e-14,1.0480505352461478e-13,1.1368683772161603e-13,2.4158453015843406e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138153,2.996051898027708,-3.197442310920451e-14,1.9539925233402755e-13,3.0,33.0,3.0,8.25,12.888848537435516,22.04473025258651,3.650395479676662,5.517693470906083,-2.1316282072803006e-14,2.877698079828406e-13,-2.3314683517128287e-13,-1.8918200339612667e-13,1.9539925233402755e-13,2.877698079828406e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113814,2.996051898027709,3.552713678800501e-14,-1.6697754290362354e-13,3.0,33.0,3.0,6.6,12.888848537435127,22.044730252586906,3.6503954796765585,5.517693470905849,2.362554596402333e-13,1.4210854715202004e-14,-1.5054624213917123e-13,7.37188088351104e-14,1.6697754290362354e-13,2.362554596402333e-13,LBFGS,1.0,1.0
0.01,0.01,4.96173826959372,1.703641445885401e-15,6.819301039229231e-5,-0.6577944124689479,3.0,33.0,1.5,33.0,9.915521789939023,1.0594926858081083e-14,2.478880766881695,8.766856364651531,-4.254051511054513e-7,2.1919057034484952,-4.2574822689545044e-7,-7.349428601166608e-5,0.6577944124689479,2.1919057034484952,LBFGS,1.0,4.0
0.01,0.01,4.96173826959372,1.005701907211115e-16,6.819301039229231e-5,-0.6577944124689363,3.0,33.0,1.5,33.0,9.915521789939023,1.0594926858081083e-14,2.478880766881695,8.766856364651531,-4.254051511054513e-7,2.191905703448497,-4.2574822689545044e-7,-7.349428600456065e-5,0.6577944124689363,2.191905703448497,NM,0.0,7.0e6
0.01,0.01,2.907044630113814,2.996051898027709,6.394884621840902e-14,-1.7053025658242404e-13,3.0,33.0,1.5,16.5,12.888848537435694,22.044730252586895,3.65039547967649,5.517693470906077,-2.291500322826323e-13,-6.039613253960852e-14,-5.861977570020827e-14,-1.758593271006248e-13,1.7053025658242404e-13,2.291500322826323e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113799,2.996051898027709,8.526512829121202e-14,-1.5276668818842154e-13,3.0,33.0,1.5,11.0,12.888848537435413,22.044730252587218,3.650395479675897,5.517693470905711,-5.3290705182007514e-14,-2.1671553440683056e-13,5.835332217429823e-13,2.318145675417327e-13,1.5276668818842154e-13,5.835332217429823e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113819,2.996051898027709,-2.5224267119483557e-13,-6.394884621840902e-14,3.0,33.0,1.5,8.25,12.888848537435424,22.04473025258713,3.650395479676437,5.517693470905938,-9.059419880941277e-14,-2.0250467969162855e-13,-6.838973831690964e-14,-1.3322676295501878e-14,2.5224267119483557e-13,2.0250467969162855e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138144,2.996051898027708,7.105427357601002e-15,1.6342482922482304e-13,3.0,33.0,1.5,6.6,12.888848537435951,22.044730252586394,3.65039547967656,5.517693470906202,-3.623767952376511e-13,3.232969447708456e-13,-1.0480505352461478e-13,-3.2862601528904634e-13,1.6342482922482304e-13,3.623767952376511e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619808,1.6460651394763674e-15,6.819280873671119e-5,-0.6577944172320827,3.0,33.0,1.0,33.0,9.915521789638643,1.059492678552494e-14,2.478880766486646,8.766856360772225,-4.25436047279959e-7,2.1919057020190156,-4.2543599709787827e-7,-7.349612231344338e-5,0.6577944172320827,2.1919057020190156,LBFGS,1.0,8.0
0.01,0.01,4.961738269237457,1.979232540233756e-17,6.81955984624949e-5,-0.6577944143533587,3.0,33.0,1.0,33.0,9.915521790080168,1.0594926843072741e-14,2.4788807753793876,8.766856360283379,-4.210911423996322e-7,2.191905702882968,-4.3313213105022896e-7,-7.349217910324057e-5,0.6577944143533587,2.191905702882968,NM,1.0,504.0
0.01,0.01,2.9070446301138158,2.996051898027708,3.197442310920451e-14,3.197442310920451e-14,3.0,33.0,1.0,16.5,12.888848537435807,22.0447302525866,3.650395479676583,5.517693470905717,-2.149391775674303e-13,9.947598300641403e-14,-1.3278267374516872e-13,1.5276668818842154e-13,3.197442310920451e-14,2.149391775674303e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138095,2.996051898027709,1.3145040611561853e-13,-1.7408297026122455e-13,3.0,33.0,1.0,11.0,12.888848537435218,22.044730252587147,3.650395479676467,5.51769347090582,1.4921397450962104e-13,-2.0250467969162855e-13,-3.375077994860476e-14,1.092459456231154e-13,1.7408297026122455e-13,2.0250467969162855e-13,LBFGS,1.0,1.0
0.01,0.01,4.961738269619808,1.6090860513450899e-15,6.81928087402639e-5,-0.6577944172320827,3.0,33.0,1.0,8.25,9.915521789638651,1.059492678552494e-14,2.478880766486648,8.766856360772225,-4.2543605438538634e-7,2.1919057020190156,-4.254359988742351e-7,-7.349612231344338e-5,0.6577944172320827,2.1919057020190156,LBFGS,1.0,7.0
0.01,0.01,4.961738269237457,1.9290596580803707e-17,6.81955984624949e-5,-0.6577944143533587,3.0,33.0,1.0,8.25,9.915521790080177,1.0594926843072741e-14,2.4788807753793893,8.766856360283379,-4.210911512814164e-7,2.191905702882968,-4.331321328265858e-7,-7.349217910324057e-5,0.6577944143533587,2.191905702882968,NM,1.0,477.0
0.01,0.01,4.961738270072142,1.168376062191231e-15,6.818942005537565e-5,-0.6577944266011526,3.0,33.0,1.0,6.6,9.915521784334622,1.0594926642919077e-14,2.478880760297563,8.76685635311831,-4.2583122450423616e-7,2.191905699207328,-4.206717134636051e-7,-7.349971101078268e-5,0.6577944266011526,2.191905699207328,LBFGS,1.0,4.0
0.01,0.01,4.961738269522324,7.839335835154289e-18,6.81951223882038e-5,-0.6577944155190609,3.0,33.0,1.0,6.6,9.915521792852715,1.0594926823783442e-14,2.478880773801887,8.766856359650953,-4.267642950139816e-7,2.1919057025331274,-4.3227978219206875e-7,-7.349294548220087e-5,0.6577944155190609,2.1919057025331274,NM,1.0,440.0
0.01,0.01,4.961738269619808,1.1810393947203927e-15,6.819280873671119e-5,-0.6577944172320818,3.0,33.0,0.75,33.0,9.915521789638643,1.0594926785524865e-14,2.4788807664866463,8.766856360772222,-4.25436047279959e-7,2.191905702019015,-4.254359975419675e-7,-7.349612231166702e-5,0.6577944172320818,2.191905702019015,LBFGS,1.0,8.0
0.01,0.01,4.961738269619808,6.762324022642e-17,6.819280873671119e-5,-0.6577944172320738,3.0,33.0,0.75,33.0,9.915521789638643,1.0594926785524865e-14,2.4788807664866463,8.766856360772222,-4.25436047279959e-7,2.1919057020190165,-4.254359975419675e-7,-7.349612230633795e-5,0.6577944172320738,2.1919057020190165,NM,0.0,7.0e6
0.01,0.01,4.961738269619808,2.6364373755181364e-15,6.81928087402639e-5,-0.6577944172320827,3.0,33.0,0.75,16.5,9.915521789638655,1.0594926785525015e-14,2.478880766486651,8.76685636077223,-4.254360579381e-7,2.191905702019017,-4.2543600153877037e-7,-7.349612231344338e-5,0.6577944172320827,2.191905702019017,LBFGS,1.0,11.0
0.01,0.01,4.961738266880892,4.5935471997633977e-17,6.820336781032665e-5,-0.6577944165477936,3.0,33.0,0.75,16.5,9.915521806773922,1.059492680564452e-14,2.478880768280015,8.766856359324246,-4.1219855617669054e-7,2.1919057022241213,-4.1963617336548964e-7,-7.349385314370238e-5,0.6577944165477936,2.1919057022241213,NM,1.0,420.0
0.01,0.01,2.9070446301138118,2.996051898027708,-5.684341886080802e-14,1.8829382497642655e-13,3.0,33.0,0.75,11.0,12.888848537435269,22.044730252586795,3.650395479676522,5.517693470905818,1.5276668818842154e-13,8.171241461241152e-14,-9.370282327836321e-14,9.592326932761353e-14,1.8829382497642655e-13,1.5276668818842154e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619808,1.6832886112042613e-15,6.819280874381661e-5,-0.6577944172320827,3.0,33.0,0.75,8.25,9.915521789638646,1.059492678552494e-14,2.478880766486647,8.766856360772225,-4.254360490563158e-7,2.1919057020190156,-4.254359975419675e-7,-7.349612231344338e-5,0.6577944172320827,2.1919057020190156,LBFGS,1.0,7.0
0.01,0.01,4.961738269237457,2.02988527597658e-17,6.81955984624949e-5,-0.6577944143533587,3.0,33.0,0.75,8.25,9.915521790080177,1.0594926843072741e-14,2.4788807753793876,8.766856360283379,-4.210911512814164e-7,2.191905702882968,-4.3313213105022896e-7,-7.349217910324057e-5,0.6577944143533587,2.191905702882968,NM,1.0,504.0
0.01,0.01,4.9617382700070465,2.240612429638981e-15,6.818990683399306e-5,-0.6577944296240288,3.0,33.0,0.75,6.6,9.915521785097356,1.0594926597459753e-14,2.478880761183325,8.76685635053482,-4.257741537116999e-7,2.191905698300109,-4.2135252442676574e-7,-7.350075486378671e-5,0.6577944296240288,2.191905698300109,LBFGS,1.0,4.0
0.01,0.01,4.961738266275801,4.2598344980362744e-18,6.821342736884617e-5,-0.6577944214832403,3.0,33.0,0.75,6.6,9.915521843531366,1.0594926735324237e-14,2.478880774998764,8.766856354299636,-4.3903695967628664e-7,2.1919057007426366,-4.23875162525178e-7,-7.349475082740753e-5,0.6577944214832403,2.1919057007426366,NM,1.0,520.0
0.01,0.01,2.234088351248647e-15,1.1366736431639717e-22,-2.1079632423917705,-0.6585514699101287,3.0,33.0,0.6,33.0,14.05322308282864,1.0579430042109222e-14,8.279785547733828e-17,8.765999369536317,-5.936103244508217e-6,2.192254748498487,3.5133339623856408,-0.00028958589517813493,2.1079632423917705,3.5133339623856408,LBFGS,1.0,3.0
0.01,0.01,5.4609204138716835e-17,3.310013475773878e-27,-2.1079632400825847,-0.6585514542989026,3.0,33.0,0.6,33.0,14.053223080836894,1.057943030458826e-14,8.279785593010544e-17,8.765999377060908,-5.928569557056562e-6,2.19225475318951,3.51333396377117,-0.00028957468848567203,2.1079632400825847,3.51333396377117,NM,1.0,240.0
0.01,0.01,4.961738269619808,3.584018790191001e-15,6.819280874381661e-5,-0.6577944172320827,3.0,33.0,0.6,16.5,9.915521789638646,1.0594926785525166e-14,2.4788807664866472,8.766856360772234,-4.254360490563158e-7,2.191905702019018,-4.254359979860567e-7,-7.349612231344338e-5,0.6577944172320827,2.191905702019018,LBFGS,1.0,8.0
0.01,0.01,4.961738269619808,2.251009673804659e-16,6.819280874381661e-5,-0.6577944172320551,3.0,33.0,0.6,16.5,9.915521789638646,1.0594926785525166e-14,2.4788807664866472,8.766856360772234,-4.254360490563158e-7,2.191905702019022,-4.254359979860567e-7,-7.349612229745617e-5,0.6577944172320551,2.191905702019022,NM,1.0,379.0
0.01,0.01,2.9070446301138126,2.996051898027709,-1.2789769243681803e-13,-9.592326932761353e-14,3.0,33.0,0.6,11.0,12.888848537435562,22.044730252587147,3.6503954796762677,5.517693470905928,-1.936228954946273e-13,-2.2026824808563106e-13,1.425526363618701e-13,-3.552713678800501e-15,1.2789769243681803e-13,2.2026824808563106e-13,LBFGS,1.0,1.0
0.01,0.01,1.4280091393424377e-53,8.737950615680424e-15,-2.1079632432720867,-0.6585514216789612,3.0,33.0,0.6,8.25,14.05322308134419,1.0579430761371932e-14,8.279785535801523e-17,8.765999411777429,-5.936731422906405e-6,2.1922547629892457,3.5133339618574024,-0.0002895702649627907,2.1079632432720867,3.5133339618574024,LBFGS,1.0,2.0
0.01,0.01,1.08422602877963e-53,3.2293057137508004e-18,-2.1079632324772852,-0.6585514969966884,3.0,33.0,0.6,8.25,14.053223126831664,1.0579429690740872e-14,8.279785618204391e-17,8.765999334922409,-5.956311797561398e-6,2.1922547403616393,3.513333968334404,-0.00028958378203292057,2.1079632324772852,3.513333968334404,NM,1.0,223.0
0.01,0.01,4.961738269619808,4.706150627819941e-15,6.819280874381661e-5,-0.6577944172320809,3.0,33.0,0.6,6.6,9.915521789638646,1.0594926785525316e-14,2.4788807664866472,8.766856360772238,-4.254360490563158e-7,2.191905702019019,-4.254359979860567e-7,-7.349612231166702e-5,0.6577944172320809,2.191905702019019,LBFGS,1.0,7.0
0.01,0.01,4.961738269619808,3.0236454788250467e-16,6.819280874381661e-5,-0.6577944172320507,3.0,33.0,0.6,6.6,9.915521789638646,1.0594926785525316e-14,2.4788807664866472,8.766856360772238,-4.254360490563158e-7,2.1919057020190236,-4.254359979860567e-7,-7.349612229390345e-5,0.6577944172320507,2.1919057020190236,NM,1.0,368.0
0.01,0.01,4.961738269619808,7.157717745067423e-16,6.819280874736933e-5,-0.6577944172320791,3.0,36.0,3.0,36.0,9.91552178963866,1.0594926785524865e-14,2.478880766486651,8.766856360772222,-4.2543605971445686e-7,2.1919057020190156,-4.2543600065059195e-7,-7.349612230989067e-5,0.6577944172320791,2.1919057020190156,LBFGS,1.0,6.0
0.01,0.01,4.961738269619808,3.930809614448592e-17,6.819280874736933e-5,-0.6577944172320738,3.0,36.0,3.0,36.0,9.91552178963866,1.0594926785524865e-14,2.478880766486651,8.766856360772222,-4.2543605971445686e-7,2.1919057020190165,-4.2543600065059195e-7,-7.349612230633795e-5,0.6577944172320738,2.1919057020190165,NM,1.0,483.0
0.01,0.01,2.9070446301138175,2.996051898027709,-1.0658141036401503e-14,-2.2382096176443156e-13,3.0,36.0,3.0,18.0,12.888848537435408,22.04473025258699,3.6503954796765665,5.517693470905739,1.0658141036401503e-14,-1.4210854715202004e-13,-1.6431300764452317e-13,1.6608936448392342e-13,2.2382096176443156e-13,1.6608936448392342e-13,LBFGS,1.0,1.0
0.01,0.01,4.961738269619808,1.1272492460418765e-15,6.819280874381661e-5,-0.6577944172320818,3.0,36.0,3.0,12.0,9.915521789638646,1.0594926785524865e-14,2.478880766486647,8.766856360772225,-4.254360490563158e-7,2.191905702019015,-4.254359975419675e-7,-7.349612231521974e-5,0.6577944172320818,2.191905702019015,LBFGS,1.0,7.0
0.01,0.01,4.961738269619808,6.429312123826607e-17,6.819280874381661e-5,-0.6577944172320738,3.0,36.0,3.0,12.0,9.915521789638646,1.0594926785524865e-14,2.478880766486647,8.766856360772225,-4.254360490563158e-7,2.1919057020190165,-4.254359975419675e-7,-7.349612230989067e-5,0.6577944172320738,2.1919057020190165,NM,1.0,480.0
0.01,0.01,2.9070446301138104,2.996051898027708,2.0961010704922955e-13,1.1723955140041653e-13,3.0,36.0,3.0,9.0,12.888848537435338,22.044730252586454,3.6503954796767166,5.517693470906005,1.829647544582258e-13,3.446132268436486e-13,-2.504663143554353e-13,-1.1102230246251565e-13,2.0961010704922955e-13,3.446132268436486e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138024,2.9960518980277078,3.090860900556436e-13,1.8118839761882555e-13,3.0,36.0,3.0,7.2,12.888848537435939,22.04473025258707,3.6503954796764124,5.517693470905661,-3.197442310920451e-13,-3.161915174132446e-13,1.1679546219056647e-13,2.2293278334473143e-13,3.090860900556436e-13,3.197442310920451e-13,LBFGS,1.0,1.0
0.01,0.01,4.961766290204875,4.895887430334265e-14,4.4240504593062724e-8,-7.963493467964325,3.0,36.0,1.5,36.0,9.915227109731955,0.0,2.4788068764110096,3.995379009334923e-6,8.62219149411203e-8,0.0,-7.742254215514777e-8,-3.995379009334923e-6,7.963493467964325,3.995379009334923e-6,LBFGS,1.0,0.0
0.01,0.01,4.9617663021119105,2.8328619856922174e-18,-3.962430383808169e-9,-7.963493467964014,3.0,36.0,1.5,36.0,9.91522704128638,0.0,2.4788068508852263,3.862008368693154e-8,2.167237411754286e-8,0.0,-8.514553773153466e-8,-3.862008368693154e-8,7.963493467964014,8.514553773153466e-8,NM,1.0,148.0
0.01,0.01,2.907044630113823,2.9960518980277095,-6.039613253960852e-13,-1.8118839761882555e-13,3.0,36.0,1.5,18.0,12.888848537435676,22.044730252586913,3.650395479676051,5.517693470905922,-3.6060043839825084e-13,3.552713678800501e-15,2.824407374646398e-13,-8.881784197001252e-16,6.039613253960852e-13,3.6060043839825084e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138086,2.996051898027709,-8.526512829121202e-14,-4.973799150320701e-14,3.0,36.0,1.5,12.0,12.888848537435367,22.04473025258707,3.6503954796762077,5.517693470906012,-3.552713678800501e-14,-8.171241461241152e-14,2.1449508835758024e-13,-7.283063041541027e-14,8.526512829121202e-14,2.1449508835758024e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113819,2.9960518980277095,-1.8474111129762605e-13,-1.2434497875801753e-13,3.0,36.0,1.5,9.0,12.888848537435207,22.044730252586767,3.6503954796765408,5.51769347090641,7.638334409421077e-14,2.1316282072803006e-13,-1.8118839761882555e-13,-4.733990977001667e-13,1.8474111129762605e-13,4.733990977001667e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619807,3.142424949037579e-15,6.819280874381661e-5,-0.6577944172320818,3.0,36.0,1.5,7.2,9.91552178963866,1.059492678552509e-14,2.4788807664866495,8.766856360772234,-4.2543605438538634e-7,2.1919057020190174,-4.254359979860567e-7,-7.349612231521974e-5,0.6577944172320818,2.1919057020190174,LBFGS,1.0,6.0
0.01,0.01,4.9617382686225975,1.408643225210343e-17,6.819888434250743e-5,-0.6577944165975023,3.0,36.0,1.5,7.2,9.915521809274018,1.0594926866058285e-14,2.4788807650907674,8.766856346628593,-4.3308640584882596e-7,2.1919057022097626,-4.2104386421826234e-7,-7.348121729933155e-5,0.6577944165975023,2.1919057022097626,NM,1.0,483.0
0.01,0.01,4.961738269619807,3.0763516869595822e-15,6.819280874736933e-5,-0.6577944172320755,3.0,36.0,1.0,36.0,9.91552178963867,1.0594926785525166e-14,2.4788807664866526,8.766856360772234,-4.2543605971445686e-7,2.191905702019019,-4.2543600020650274e-7,-7.349612230811431e-5,0.6577944172320755,2.191905702019019,LBFGS,1.0,6.0
0.01,0.01,4.961738269462437,1.3842463519469337e-18,6.819376031330648e-5,-0.6577944253597936,3.0,36.0,1.0,36.0,9.915521790013365,1.0594926706070002e-14,2.4788807689522314,8.76685634497698,-4.239223976298945e-7,2.1919056995800474,-4.2742948958007787e-7,-7.349008014223557e-5,0.6577944253597936,2.1919056995800474,NM,1.0,470.0
0.01,0.01,4.961738269619809,2.9733648778026435e-15,6.819280873315847e-5,-0.6577944172320844,3.0,36.0,1.0,18.0,9.915521789638634,1.059492678552509e-14,2.4788807664866552,8.766856360772222,-4.254360490563158e-7,2.1919057020190165,-4.2543600908828694e-7,-7.349612230633795e-5,0.6577944172320844,2.1919057020190165,LBFGS,1.0,12.0
0.01,0.01,4.96173826865068,2.1743087365831263e-17,6.819581243888706e-5,-0.6577944248552035,3.0,36.0,1.0,18.0,9.915521791804165,1.059492672078294e-14,2.478880767292535,8.766856343934405,-4.1715878396075823e-7,2.1919056997314694,-4.23631189683249e-7,-7.348843207211075e-5,0.6577944248552035,2.1919056997314694,NM,1.0,541.0
0.01,0.01,2.907044630113814,2.996051898027709,-2.7711166694643907e-13,-1.7763568394002505e-14,3.0,36.0,1.0,12.0,12.888848537435333,22.04473025258718,3.6503954796762352,5.517693470905932,-4.263256414560601e-14,-1.8829382497642655e-13,1.4566126083082054e-13,7.993605777301127e-15,2.7711166694643907e-13,1.8829382497642655e-13,LBFGS,1.0,1.0
0.01,0.01,4.90508142731685,1.7181897593518975,0.11938011306190432,-0.6856461134708134,3.0,36.0,1.0,9.0,10.50582530228756,3.508649667618895e-6,2.627050828153437,9.540801022696044,-0.0007929093562974998,2.6674216315180908,-0.0007927299206214045,-0.11291703329752245,0.6856461134708134,2.6674216315180908,LBFGS,1.0,32.0
0.01,0.01,4.905081429186619,1.718189758995767,0.1193801056808681,-0.6856461248935055,3.0,36.0,1.0,9.0,10.505825285480757,3.5086495964639416e-6,2.627050821930874,9.540801028351776,-0.0007929135909012786,2.6674216285025802,-0.0007927289584102049,-0.11291704295295446,0.6856461248935055,2.6674216285025802,NM,0.0,7.0e6
0.01,0.01,1.0870552036644323e-217,9.762317356058261e-15,-2.10796324180591,-0.6585514621229036,3.0,36.0,1.0,7.2,14.05322308409818,1.0579430159999433e-14,8.279785555040631e-17,8.76599937599189,-5.9359667421432505e-6,2.1922547508381456,3.5133339627371516,-0.0002895830070315242,2.10796324180591,3.5133339627371516,LBFGS,1.0,2.0
0.01,0.01,2.107930122310234e-220,2.204224530947953e-18,-2.1079632536751944,-0.6585514494732472,3.0,36.0,1.0,7.2,14.053223054613108,1.0579430317923662e-14,8.279785416002526e-17,8.765999393433992,-5.934967537868374e-6,2.1922547546381748,3.5133339556154626,-0.0002895852710587121,2.1079632536751944,3.5133339556154626,NM,1.0,284.0
0.01,0.01,4.961738269549489,1.6351462614631426e-15,6.819359931853342e-5,-0.6577944191362226,3.0,36.0,0.75,36.0,9.91552179026497,1.0594926756360743e-14,2.478880768987767,8.766856359254287,-4.25066838616317e-7,2.1919057014475296,-4.276882341613941e-7,-7.349688927327236e-5,0.6577944191362226,2.1919057014475296,LBFGS,1.0,3.0
0.01,0.01,4.9617382696028445,1.8529458774019937e-17,6.819424212523018e-5,-0.6577944128783679,3.0,36.0,0.75,36.0,9.91552178999112,1.0594926885200785e-14,2.478880773209895,8.766856357417433,-4.2503227781764963e-7,2.1919057033258125,-4.3197018451124336e-7,-7.348754326663709e-5,0.6577944128783679,2.1919057033258125,NM,1.0,520.0
0.01,0.01,2.9070446301138086,2.996051898027708,8.526512829121202e-14,2.0605739337042905e-13,3.0,36.0,0.75,18.0,12.88884853743551,22.04473025258708,3.650395479676538,5.51769347090597,-5.861977570020827e-14,-1.9539925233402755e-13,-8.348877145181177e-14,-5.417888360170764e-14,2.0605739337042905e-13,1.9539925233402755e-13,LBFGS,1.0,1.0
0.01,0.01,2.999994727707933,1.6647815223851258e-15,0.012709547235807861,-2.302135154645131,3.0,36.0,0.75,12.0,26.953410319287265,13.212758585393301,6.7220248721661475,9.320874772386846e-8,0.021701107726499913,-0.04265744505000413,0.02175354173010291,3.516003126674598,2.302135154645131,3.516003126674598,LBFGS,1.0,2.0
0.01,0.01,2.999994727707933,9.8087404895211e-17,0.012709547235807861,-2.3021351546451214,3.0,36.0,0.75,12.0,26.953410319287265,13.212758585393301,6.7220248721661475,9.320874772386846e-8,0.021701107726499913,-0.0426574450499988,0.02175354173010291,3.5160031266745992,2.3021351546451214,3.5160031266745992,NM,1.0,311.0
0.01,0.01,2.014416107712236e-15,1.7790269660424615e-69,-2.1079632424570454,-0.6585514697438128,3.0,36.0,0.75,9.0,14.053223082689756,1.057943004463731e-14,8.279785546914423e-17,8.765999369672056,-5.936121013405682e-6,2.1922547485484585,3.513333962346476,-0.0002895858313607391,2.1079632424570454,3.513333962346476,LBFGS,1.0,4.0
0.01,0.01,7.831459943589947e-20,3.4205908832927784e-70,-2.1079632438529856,-0.6585514683372926,3.0,36.0,0.75,9.0,14.053223072363782,1.057942999586605e-14,8.279785546721457e-17,8.765999385355187,-5.929145313388062e-6,2.192254748969174,3.513333961508903,-0.00028959982631349135,2.1079632438529856,3.513333961508903,NM,1.0,243.0
0.01,0.01,4.961738269619774,7.387581123187608e-16,6.819280881487089e-5,-0.6577944172320791,3.0,36.0,0.75,7.2,9.915521789638643,1.0594926785524865e-14,2.4788807664866512,8.766856360772222,-4.2543569378494794e-7,2.1919057020190156,-4.2543591405319603e-7,-7.349612230989067e-5,0.6577944172320791,2.1919057020190156,LBFGS,1.0,5.0
0.01,0.01,4.961738269619774,4.067744611983694e-17,6.819280881487089e-5,-0.6577944172320738,3.0,36.0,0.75,7.2,9.915521789638643,1.0594926785524865e-14,2.4788807664866512,8.766856360772222,-4.2543569378494794e-7,2.1919057020190165,-4.2543591405319603e-7,-7.349612230633795e-5,0.6577944172320738,2.1919057020190165,NM,1.0,520.0
0.01,0.01,4.961738269619809,3.5334750910178898e-15,6.819280873315847e-5,-0.6577944172320827,3.0,36.0,0.6,36.0,9.915521789638643,1.0594926785525166e-14,2.478880766486645,8.766856360772234,-4.254360579381e-7,2.191905702019018,-4.254359988742351e-7,-7.349612231344338e-5,0.6577944172320827,2.191905702019018,LBFGS,1.0,8.0
0.01,0.01,4.961738271474592,7.630172005814949e-18,6.818495773330824e-5,-0.6577944132824003,3.0,36.0,0.6,36.0,9.915521787449649,1.0594926868716624e-14,2.4788807522964524,8.766856359224793,-4.441062770865756e-7,2.191905703204773,-4.1646060955358166e-7,-7.348983551480615e-5,0.6577944132824003,2.191905703204773,NM,1.0,469.0
0.01,0.01,4.961738269619808,1.3328379660320422e-15,6.819280873671119e-5,-0.6577944172320827,3.0,36.0,0.6,18.0,9.915521789638643,1.0594926785524865e-14,2.478880766486647,8.766856360772225,-4.25436047279959e-7,2.191905702019015,-4.254359979860567e-7,-7.349612231521974e-5,0.6577944172320827,2.191905702019015,LBFGS,1.0,8.0
0.01,0.01,4.961738269619808,7.708768939345485e-17,6.819280873671119e-5,-0.6577944172320738,3.0,36.0,0.6,18.0,9.915521789638643,1.0594926785524865e-14,2.478880766486647,8.766856360772225,-4.25436047279959e-7,2.1919057020190165,-4.254359979860567e-7,-7.349612230989067e-5,0.6577944172320738,2.1919057020190165,NM,0.0,7.0e6
0.01,0.01,3.0135340734601535,1.6045284028998115e-20,-0.194279850064774,-2.4214275681214232,3.0,36.0,0.6,12.0,26.953516126997524,12.94593045970489,6.729304867646936,7.789909200705645e-8,0.01207717144197673,-0.03630937653822741,0.01209345696293962,3.4370500552794776,2.4214275681214232,3.4370500552794776,LBFGS,1.0,12.0
